software_name,category,decision,matched_projects,project_count,install_location,estimated_size,last_related_project_activity,confidence_score,explanation
xDB Replication Server 6.2.19,Database,UNSURE,,0,C:\Program Files (x86)\PostgreSQL\EnterpriseDB-xDBReplicationServer,74.76 MB,,0.60,"xDB Replication Server 6.2.19 Database kategorisinde, ancak aktif proje iliskisi tespit edilmedi. Daha once gecici kullandiysan kaldirilabilir olabilir ama otomatik guven dusuk."
7-Zip 24.08 (x64),Unknown,MANUAL_REVIEW,,0,C:\Program Files\7-Zip\,934.50 KB,,0.55,7-Zip 24.08 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Application Verifier x64 External Package (DesktopEditions),Unknown,MANUAL_REVIEW,,0,,,,0.55,Application Verifier x64 External Package (DesktopEditions) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Application Verifier x64 External Package (DesktopEditions),Unknown,MANUAL_REVIEW,,0,,,,0.55,Application Verifier x64 External Package (DesktopEditions) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Application Verifier x64 External Package (OnecoreUAP),Unknown,MANUAL_REVIEW,,0,,,,0.55,Application Verifier x64 External Package (OnecoreUAP) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Application Verifier x64 External Package (OnecoreUAP),Unknown,MANUAL_REVIEW,,0,,,,0.55,Application Verifier x64 External Package (OnecoreUAP) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
BCUninstaller 5.9.0.0,Unknown,MANUAL_REVIEW,,0,C:\Program Files\BCUninstaller\,216.47 KB,,0.55,BCUninstaller 5.9.0.0 icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Brave,Unknown,MANUAL_REVIEW,,0,C:\Program Files\BraveSoftware\Brave-Browser\Application,1003.97 MB,,0.55,Brave icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Cheat Engine 7.5,Unknown,MANUAL_REVIEW,,0,C:\Program Files\Cheat Engine 7.5\,515.68 KB,,0.55,Cheat Engine 7.5 icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
ClickOnce Bootstrapper Package for Microsoft .NET Framework,Unknown,MANUAL_REVIEW,,0,,,,0.55,ClickOnce Bootstrapper Package for Microsoft .NET Framework icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Copilot,Unknown,MANUAL_REVIEW,,0,C:\Program Files (x86)\Microsoft\Copilot\Application,853.91 MB,,0.55,Copilot icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
DiagnosticsHub_CollectionService,Unknown,MANUAL_REVIEW,,0,,,,0.55,DiagnosticsHub_CollectionService icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Entity Framework 6.5.0 Tools for Visual Studio 2022,Unknown,MANUAL_REVIEW,,0,,,,0.55,Entity Framework 6.5.0 Tools for Visual Studio 2022 icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Epic Games Launcher,Unknown,MANUAL_REVIEW,,0,C:\Program Files (x86)\Epic Games\,807.42 MB,,0.55,Epic Games Launcher icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Epic Online Services,Unknown,MANUAL_REVIEW,,0,,,,0.55,Epic Online Services icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
ExpressVPN,Unknown,MANUAL_REVIEW,,0,,,,0.55,ExpressVPN icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
GeoGuessr Steam Edition,Unknown,MANUAL_REVIEW,,0,C:\Program Files (x86)\Steam\steamapps\common\GeoGuessr Duels,347.34 MB,,0.55,GeoGuessr Steam Edition icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Google Chrome,Unknown,MANUAL_REVIEW,,0,C:\Program Files\Google\Chrome\Application,471.42 MB,,0.55,Google Chrome icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP Connection Optimizer,Unknown,MANUAL_REVIEW,,0,C:\Program Files (x86)\HP Inc\HP Connection Optimizer,22.93 GB,,0.55,HP Connection Optimizer icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP Documentation,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP Documentation icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,C:\Program Files\HP\HP One Agent\,89.59 MB,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP PC Hardware Diagnostics UEFI,Unknown,MANUAL_REVIEW,,0,C:\Windows\HP\,,,0.55,HP PC Hardware Diagnostics UEFI icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP Software Framework,Unknown,MANUAL_REVIEW,,0,C:\Program Files (x86)\HP\HP Software Framework\,16.54 KB,,0.55,HP Software Framework icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
icecap_collection_neutral,Unknown,MANUAL_REVIEW,,0,,,,0.55,icecap_collection_neutral icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
icecap_collection_x64,Unknown,MANUAL_REVIEW,,0,,,,0.55,icecap_collection_x64 icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
icecap_collectionresources,Unknown,MANUAL_REVIEW,,0,,,,0.55,icecap_collectionresources icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
icecap_collectionresourcesx64,Unknown,MANUAL_REVIEW,,0,,,,0.55,icecap_collectionresourcesx64 icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
IntelliTraceProfilerProxy,Unknown,MANUAL_REVIEW,,0,,,,0.55,IntelliTraceProfilerProxy icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Kits Configuration Installer,Unknown,MANUAL_REVIEW,,0,,,,0.55,Kits Configuration Installer icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Language Pack 3.5,Unknown,MANUAL_REVIEW,,0,C:\edb\languagepack\v3,,,0.55,Language Pack 3.5 icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Launcher Prerequisites (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Launcher Prerequisites (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
McAfee,Unknown,MANUAL_REVIEW,,0,,,,0.55,McAfee icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
McAfee WebAdvisor,Unknown,MANUAL_REVIEW,,0,C:\Program Files\McAfee\WebAdvisor,90.01 MB,,0.55,McAfee WebAdvisor icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET 8.0 Templates 8.0.416 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET 8.0 Templates 8.0.416 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET 9.0 Templates 9.0.102 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET 9.0 Templates 9.0.102 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET 9.0 Templates 9.0.104 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET 9.0 Templates 9.0.104 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET 9.0 Templates 9.0.108 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET 9.0 Templates 9.0.108 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET 9.0 Templates 9.0.110 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET 9.0 Templates 9.0.110 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET 9.0 Templates 9.0.112 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET 9.0 Templates 9.0.112 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET 9.0 Templates 9.0.113 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET 9.0 Templates 9.0.113 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET 9.0 Templates 9.0.114 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET 9.0 Templates 9.0.114 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET 9.0 Templates 9.0.115 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET 9.0 Templates 9.0.115 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET 9.0 Templates 9.0.116 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET 9.0 Templates 9.0.116 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET 9.0 Templates 9.0.117 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET 9.0 Templates 9.0.117 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET 9.0 Templates 9.0.118 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET 9.0 Templates 9.0.118 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET 9.0 Templates 9.0.308 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET 9.0 Templates 9.0.308 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 8.0.22 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 8.0.22 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 8.0.22 (x64_arm64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 8.0.22 (x64_arm64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 8.0.22 (x64_x86),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 8.0.22 (x64_x86) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.1 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.1 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.1 (x64_arm64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.1 (x64_arm64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.1 (x64_x86),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.1 (x64_x86) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.11 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.11 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.11 (x64_arm64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.11 (x64_arm64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.11 (x64_x86),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.11 (x64_x86) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.12 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.12 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.12 (x64_arm64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.12 (x64_arm64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.12 (x64_x86),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.12 (x64_x86) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.13 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.13 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.13 (x64_arm64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.13 (x64_arm64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.13 (x64_x86),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.13 (x64_x86) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.14 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.14 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.14 (x64_arm64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.14 (x64_arm64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.14 (x64_x86),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.14 (x64_x86) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.15 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.15 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.15 (x64_arm64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.15 (x64_arm64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.15 (x64_x86),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.15 (x64_x86) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.16 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.16 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.16 (x64_arm64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.16 (x64_arm64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.16 (x64_x86),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.16 (x64_x86) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.17 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.17 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.17 (x64_arm64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.17 (x64_arm64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.17 (x64_x86),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.17 (x64_x86) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.3 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.3 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.3 (x64_arm64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.3 (x64_arm64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.3 (x64_x86),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.3 (x64_x86) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.7 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.7 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.7 (x64_arm64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.7 (x64_arm64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.7 (x64_x86),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.7 (x64_x86) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.9 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.9 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.9 (x64_arm64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.9 (x64_arm64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET AppHost Pack - 9.0.9 (x64_x86),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET AppHost Pack - 9.0.9 (x64_x86) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET Framework 4.7.2 Targeting Pack,Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET Framework 4.7.2 Targeting Pack icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET Framework 4.7.2 Targeting Pack (Türkçe),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET Framework 4.7.2 Targeting Pack (Türkçe) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET Framework 4.8 SDK,Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET Framework 4.8 SDK icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET Framework 4.8 SDK (Türkçe),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET Framework 4.8 SDK (Türkçe) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET Framework 4.8 Targeting Pack,Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET Framework 4.8 Targeting Pack icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET Framework 4.8 Targeting Pack (Türkçe),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET Framework 4.8 Targeting Pack (Türkçe) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET Host - 6.0.36 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET Host - 6.0.36 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET Host - 9.0.11 (x86),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET Host - 9.0.11 (x86) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Microsoft .NET Host - 9.0.17 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,Microsoft .NET Host - 9.0.17 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
