software_name,category,decision,matched_projects,project_count,install_location,estimated_size,last_related_project_activity,confidence_score,explanation 
Visual Studio Community 2022 Microsoft.VisualStudio.2022.Community <,Game Development,UNSURE,,0,,,,0.60,"Visual Studio Community 2022 Microsoft.VisualStudio.2022.Community < Game Development kategorisinde, ancak aktif proje iliskisi tespit edilmedi. Daha once gecici kullandiysan kaldirilabilir olabilir ama otomatik guven dusuk."
vs_communitymsires,Game Development,UNSURE,,0,,,,0.60,"vs_communitymsires Game Development kategorisinde, ancak aktif proje iliskisi tespit edilmedi. Daha once gecici kullandiysan kaldirilabilir olabilir ama otomatik guven dusuk."
vs_communitysharedmsi,Game Development,UNSURE,,0,,,,0.60,"vs_communitysharedmsi Game Development kategorisinde, ancak aktif proje iliskisi tespit edilmedi. Daha once gecici kullandiysan kaldirilabilir olabilir ama otomatik guven dusuk."
vs_communityx64msi,Game Development,UNSURE,,0,,,,0.60,"vs_communityx64msi Game Development kategorisinde, ancak aktif proje iliskisi tespit edilmedi. Daha once gecici kullandiysan kaldirilabilir olabilir ama otomatik guven dusuk."
Wireshark 4.6.5 x64,Network,UNSURE,,0,,,,0.60,"Wireshark 4.6.5 x64 Network kategorisinde, ancak aktif proje iliskisi tespit edilmedi. Daha once gecici kullandiysan kaldirilabilir olabilir ama otomatik guven dusuk."
Wireshark 4.6.5 x64,Network,UNSURE,,0,C:\Program Files\Wireshark,13.05 MB,,0.60,"Wireshark 4.6.5 x64 Network kategorisinde, ancak aktif proje iliskisi tespit edilmedi. Daha once gecici kullandiysan kaldirilabilir olabilir ama otomatik guven dusuk."
xDB Replication Server 6.2.19,Database,UNSURE,,0,C:\Program Files (x86)\PostgreSQL\EnterpriseDB-xDBReplicationServer,74.76 MB,,0.60,"xDB Replication Server 6.2.19 Database kategorisinde, ancak aktif proje iliskisi tespit edilmedi. Daha once gecici kullandiysan kaldirilabilir olabilir ama otomatik guven dusuk."
1001 TVs,Unknown,MANUAL_REVIEW,,0,C:\Users\oğuz\AppData\Local\Nero\SwiftMirror,62.46 GB,,0.55,1001 TVs icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
1001 TVs,Unknown,MANUAL_REVIEW,,0,,,,0.55,1001 TVs icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
7-Zip 24.08 (x64),Unknown,MANUAL_REVIEW,,0,,,,0.55,7-Zip 24.08 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
7-Zip 24.08 (x64),Unknown,MANUAL_REVIEW,,0,C:\Program Files\7-Zip\,934.50 KB,,0.55,7-Zip 24.08 (x64) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Anki,Unknown,MANUAL_REVIEW,,0,,,,0.55,Anki icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Antigravity 2.0.6,Unknown,MANUAL_REVIEW,,0,,,,0.55,Antigravity 2.0.6 icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Antigravity 2.0.6,Unknown,MANUAL_REVIEW,,0,,,,0.55,Antigravity 2.0.6 icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Antigravity IDE (User),Unknown,MANUAL_REVIEW,,0,,,,0.55,Antigravity IDE (User) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Antigravity IDE (User),Unknown,MANUAL_REVIEW,,0,C:\Users\oğuz\AppData\Local\Programs\Antigravity IDE\,62.46 GB,,0.55,Antigravity IDE (User) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
App,Unknown,MANUAL_REVIEW,,0,,,,0.55,App icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
App Installer,Unknown,MANUAL_REVIEW,,0,,,,0.55,App Installer icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Application Verifier x64 External Package (DesktopEditions),Unknown,MANUAL_REVIEW,,0,,,,0.55,Application Verifier x64 External Package (DesktopEditions) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Application Verifier x64 External Package (DesktopEditions),Unknown,MANUAL_REVIEW,,0,,,,0.55,Application Verifier x64 External Package (DesktopEditions) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Application Verifier x64 External Package (OnecoreUAP),Unknown,MANUAL_REVIEW,,0,,,,0.55,Application Verifier x64 External Package (OnecoreUAP) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Application Verifier x64 External Package (OnecoreUAP),Unknown,MANUAL_REVIEW,,0,,,,0.55,Application Verifier x64 External Package (OnecoreUAP) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
AV1 Video,Unknown,MANUAL_REVIEW,,0,,,,0.55,AV1 Video icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
AV1 Video,Unknown,MANUAL_REVIEW,,0,,,,0.55,AV1 Video icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
AVC Encoder Video,Unknown,MANUAL_REVIEW,,0,,,,0.55,AVC Encoder Video icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
AVC Encoder Video,Unknown,MANUAL_REVIEW,,0,,,,0.55,AVC Encoder Video icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
B&O Audio,Unknown,MANUAL_REVIEW,,0,,,,0.55,B&O Audio icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
B&O Audio,Unknown,MANUAL_REVIEW,,0,,,,0.55,B&O Audio icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
BCUninstaller 5.9.0.0,Unknown,MANUAL_REVIEW,,0,,,,0.55,BCUninstaller 5.9.0.0 icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
BCUninstaller 5.9.0.0,Unknown,MANUAL_REVIEW,,0,C:\Program Files\BCUninstaller\,216.47 KB,,0.55,BCUninstaller 5.9.0.0 icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Brave,Unknown,MANUAL_REVIEW,,0,,,,0.55,Brave icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Brave,Unknown,MANUAL_REVIEW,,0,C:\Program Files\BraveSoftware\Brave-Browser\Application,1003.97 MB,,0.55,Brave icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Cheat Engine 7.5,Unknown,MANUAL_REVIEW,,0,C:\Program Files\Cheat Engine 7.5\,515.68 KB,,0.55,Cheat Engine 7.5 icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Cheat Engine 7.5,Unknown,MANUAL_REVIEW,,0,,,,0.55,Cheat Engine 7.5 icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
ClickOnce Bootstrapper Package for Microsoft .NET Framework,Unknown,MANUAL_REVIEW,,0,,,,0.55,ClickOnce Bootstrapper Package for Microsoft .NET Framework icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Copilot,Unknown,MANUAL_REVIEW,,0,,,,0.55,Copilot icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Copilot,Unknown,MANUAL_REVIEW,,0,C:\Program Files (x86)\Microsoft\Copilot\Application,853.91 MB,,0.55,Copilot icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Copilot,Unknown,MANUAL_REVIEW,,0,,,,0.55,Copilot icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Cross Device Experience,Unknown,MANUAL_REVIEW,,0,,,,0.55,Cross Device Experience icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Cross Device Experience,Unknown,MANUAL_REVIEW,,0,,,,0.55,Cross Device Experience icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Cursor (User),Unknown,MANUAL_REVIEW,,0,,,,0.55,Cursor (User) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Cursor (User),Unknown,MANUAL_REVIEW,,0,C:\Users\oğuz\AppData\Local\Programs\cursor\,62.46 GB,,0.55,Cursor (User) icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
DB Browser for,Unknown,MANUAL_REVIEW,,0,,,,0.55,DB Browser for icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Dev Home GitHub,Unknown,MANUAL_REVIEW,,0,,,,0.55,Dev Home GitHub icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Dev Home GitHub,Unknown,MANUAL_REVIEW,,0,,,,0.55,Dev Home GitHub icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
DiagnosticsHub_CollectionService,Unknown,MANUAL_REVIEW,,0,,,,0.55,DiagnosticsHub_CollectionService icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Discord,Unknown,MANUAL_REVIEW,,0,,,,0.55,Discord icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Discord,Unknown,MANUAL_REVIEW,,0,C:\Users\oğuz\AppData\Local\Discord,62.46 GB,,0.55,Discord icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Entity Framework 6.5.0 Tools for Visual Studio 2022,Unknown,MANUAL_REVIEW,,0,,,,0.55,Entity Framework 6.5.0 Tools for Visual Studio 2022 icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Epic Games Launcher,Unknown,MANUAL_REVIEW,,0,,,,0.55,Epic Games Launcher icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Epic Games Launcher,Unknown,MANUAL_REVIEW,,0,C:\Program Files (x86)\Epic Games\,807.42 MB,,0.55,Epic Games Launcher icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Epic Online,Unknown,MANUAL_REVIEW,,0,,,,0.55,Epic Online icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Epic Online,Unknown,MANUAL_REVIEW,,0,,,,0.55,Epic Online icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Epic Online Services,Unknown,MANUAL_REVIEW,,0,,,,0.55,Epic Online Services icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
ExpressVPN,Unknown,MANUAL_REVIEW,,0,,,,0.55,ExpressVPN icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Feedback,Unknown,MANUAL_REVIEW,,0,,,,0.55,Feedback icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Feedback,Unknown,MANUAL_REVIEW,,0,,,,0.55,Feedback icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Films &,Unknown,MANUAL_REVIEW,,0,,,,0.55,Films & icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Films &,Unknown,MANUAL_REVIEW,,0,,,,0.55,Films & icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Game,Unknown,MANUAL_REVIEW,,0,,,,0.55,Game icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Game,Unknown,MANUAL_REVIEW,,0,,,,0.55,Game icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Game Speech,Unknown,MANUAL_REVIEW,,0,,,,0.55,Game Speech icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Game Speech,Unknown,MANUAL_REVIEW,,0,,,,0.55,Game Speech icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
GeoGuessr Steam Edition,Unknown,MANUAL_REVIEW,,0,C:\Program Files (x86)\Steam\steamapps\common\GeoGuessr Duels,347.34 MB,,0.55,GeoGuessr Steam Edition icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
GeoGuessr Steam Edition ARP\Machine\X64\Steam,Unknown,MANUAL_REVIEW,,0,,,,0.55,GeoGuessr Steam Edition ARP\Machine\X64\Steam icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Get,Unknown,MANUAL_REVIEW,,0,,,,0.55,Get icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Get,Unknown,MANUAL_REVIEW,,0,,,,0.55,Get icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Git,Unknown,MANUAL_REVIEW,,0,,,,0.55,Git icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
GitHub Desktop,Unknown,MANUAL_REVIEW,,0,,,,0.55,GitHub Desktop icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
GitHub Desktop,Unknown,MANUAL_REVIEW,,0,C:\Users\oğuz\AppData\Local\GitHubDesktop,62.46 GB,,0.55,GitHub Desktop icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Google Chrome,Unknown,MANUAL_REVIEW,,0,,,,0.55,Google Chrome icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Google Chrome,Unknown,MANUAL_REVIEW,,0,C:\Program Files\Google\Chrome\Application,471.42 MB,,0.55,Google Chrome icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Grammarly for,Unknown,MANUAL_REVIEW,,0,,,,0.55,Grammarly for icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Grammarly for Windows,Unknown,MANUAL_REVIEW,,0,,,,0.55,Grammarly for Windows icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Grammarly for Windows,Unknown,MANUAL_REVIEW,,0,"""C:\Users\oğuz\AppData\Local\Grammarly\DesktopIntegrations""",,,0.55,Grammarly for Windows icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HEIF Image,Unknown,MANUAL_REVIEW,,0,,,,0.55,HEIF Image icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HEIF Image,Unknown,MANUAL_REVIEW,,0,,,,0.55,HEIF Image icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HEVC Video Extensions from Device,Unknown,MANUAL_REVIEW,,0,,,,0.55,HEVC Video Extensions from Device icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HEVC Video Extensions from Device,Unknown,MANUAL_REVIEW,,0,,,,0.55,HEVC Video Extensions from Device icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Hotspot Shield VPN - Wifi,Unknown,MANUAL_REVIEW,,0,,,,0.55,Hotspot Shield VPN - Wifi icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
Hotspot Shield VPN - Wifi,Unknown,MANUAL_REVIEW,,0,,,,0.55,Hotspot Shield VPN - Wifi icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP Connection,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP Connection icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP Connection,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP Connection icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP Connection Optimizer,Unknown,MANUAL_REVIEW,,0,C:\Program Files (x86)\HP Inc\HP Connection Optimizer,22.93 GB,,0.55,HP Connection Optimizer icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP Documentation,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP Documentation icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
HP One Agent,Unknown,MANUAL_REVIEW,,0,,,,0.55,HP One Agent icin guvenilir bir kategori veya proje eslesmesi bulunamadi. Bu nedenle Unknown olarak isaretlenip manuel incelemeye birakildi.
